GENE                CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
AC025271.3           15   57769682   57770527      2       1  173005       1.0667      0.14306
AC025271.2           15   57819385   57821207     27      14  154993       1.5197     0.064288
AC025271.4           15   57846153   57847878      1       1  167459       1.2753       0.1011
MYZAP                15   57884139   57977562      5       3  173005      -0.4957      0.68995
ALDH1A2              15   58245622   58790065      5       2  155989     -0.78071      0.78251
LIPC                 15   58702768   58861151     34      20  161842      -1.1418      0.87323
ADAM10               15   58887403   59042177     32      17  157416      0.38526      0.35002
RNF111               15   59157374   59389618      2       1  173005    -0.042054      0.51677
AC092757.3           15   59407746   59408288      3       2  116739      -1.5467      0.93903
MYO1E                15   59427113   59665099     22      10  148641     -0.36974      0.64421
NSA2P4               15   59693420   59694203      1       1  173005     -0.47526       0.6827
AC092868.1           15   59699162   59700353      6       3  120671      -0.1335       0.5531
AC092755.2           15   59980716   59981617     33      18  151968      -1.3302      0.90827
AC092079.1           15   60163710   60165694      2       1  173005       1.0047      0.15752
FOXB1                15   60296421   60353929      9       6  120411     -0.28537      0.61232
AC009654.1           15   60365753   60410519      1       1  143265     -0.56334       0.7134
ANXA2                15   60639333   60695082     11       5  148940       0.3616      0.35883
RORA-AS1             15   60771377   60922836      1       1  173005       1.5193      0.06434
RORA                 15   60780483   61521518     19      11  138732      -1.1716      0.87932
AC107241.1           15   60822172   60837358     12       8  143544     -0.24266      0.59586
AC009560.3           15   60926702   60933114      1       1  173005      0.93575       0.1747
AC022898.1           15   61055792   61057824      1       1  173005      0.98342       0.1627
VPS13C               15   62144588   62352672     16       6  159630     -0.64495      0.74052
C2CD4B               15   62455734   62457482     16       8  165556      0.92383      0.17779
AC126323.2           15   62488265   62515110      1       1  173005      0.80955       0.2091
AC126323.4           15   62547885   62548620      2       1  101373      -0.2295      0.59076
AC100839.1           15   62975115   62982647      7       4  163546     -0.22567      0.58927
TPM1                 15   63334831   63364114      5       3  173005     -0.72024      0.76431
LACTB                15   63413999   63434260     37      16  155526      0.74909       0.2269
RPS27L               15   63418071   63450220      8       2  173005      0.33756      0.36785
RAB8B                15   63481668   63559981      2       1  173005     -0.10729      0.54272
APH1B                15   63568217   63601325      1       1   29740     -0.29971       0.6178
CA12                 15   63613577   63674360      1       1  173005      0.30574       0.3799
LINC02568            15   63682335   63730519      2       1  154458     -0.35023      0.63692
HERC1                15   63900817   64126141      2       1  169328       1.2177      0.11167
DAPK2                15   64199235   64364232      1       1   46416     -0.59536       0.7242
CIAO2A               15   64364758   64386217     35      15  156610     -0.72146      0.76469
SNX22                15   64443914   64449680      2       1  157278     -0.93941      0.82624
ZNF609               15   64752941   64978264      1       1  173005       1.2658       0.1028
OAZ2                 15   64979772   64995480      1       1  173005     -0.24766       0.5978
RBPMS2               15   65032091   65067786      5       2  133528      0.49142      0.31157
AC069368.2           15   65170627   65174584     41      11  146666       1.7013     0.044439
ANKDD1A              15   65204101   65251042      1       1  173005       1.2937      0.09788
SPG21                15   65255362   65282648      2       1  172878      0.55916      0.28803
MTFMT                15   65294845   65321977      2       1  168128     -0.20847      0.58257
AC013553.3           15   65341526   65342140      7       4  131309      -1.5222      0.93602
RASL12               15   65345679   65369028      7       4  137776      0.40526      0.34264
KBTBD13              15   65369154   65372276      2       1   92010     -0.47586      0.68291
RNU5A-1              15   65588389   65588504      1       1  173005        1.088       0.1383
RNU5B-1              15   65597015   65597130      6       3  130470      0.61975      0.26771
IGDCC3               15   65619465   65670378      3       1  160640     -0.74431      0.77166
IGDCC4               15   65673802   65715410      4       2  118746       1.1698      0.12104
SLC24A1              15   65903704   65953333      2       1  126787      0.41552      0.33888
RAB11A               15   66018392   66184329     10       6  155338      0.72503      0.23422
MEGF11               15   66187417   66546085      1       1  161489       1.5872      0.05623
AC055855.2           15   66570836   66585695      2       1  165650       1.6114     0.053551
SMAD6                15   66994566   67074338     22       9  165385       1.6149     0.053165
AC110048.2           15   67152641   67159361      1       1  173005     -0.70181       0.7586
LINC02206            15   67223885   67248856      3       2  173005      0.96529       0.1672
SMAD3                15   67356101   67487533     23      11  165223     -0.74893      0.77305
AC012568.1           15   67435072   67439277      2       1  101373     0.040419      0.48388
AAGAB                15   67493371   67547533      1       1  115931       1.0468       0.1476
C15orf61             15   67813406   67819628      3       2  148275     -0.12125      0.54825
SKOR1                15   68112042   68126899      6       2  171779      0.94124      0.17329
RNU6-1               15   68132277   68132383     12       6  152202       0.4019      0.34388
CALML4               15   68483043   68498417      7       3  150274      0.20249      0.41977
CLN6                 15   68499330   68549549      9       3  123924        2.111     0.017385
FEM1B                15   68570141   68588203      4       1  153574         1.13      0.12925
ITGA11               15   68594050   68724501     37      15  157684      0.65551      0.25607
CORO2B               15   68871308   69020145      8       4  172973       -1.545      0.93882
AC027088.2           15   69373219   69392327      4       2  121032       1.5086     0.065703
GLCE                 15   69452923   69564556     10       5  153267      0.77915      0.21795
AC026992.2           15   69570667   69591097     21      10  147055       1.0533      0.14609
PAQR5                15   69591286   69700119      3       1  173005     -0.90964      0.81849
RPLP1                15   69745123   69748255      3       2   98676      0.50207      0.30781
AC027237.2           15   69750861   69754145      1       1  135910     -0.45265       0.6746
AC048383.1           15   70613915   70619081      7       3  158974       1.2244      0.11041
SALRNA2              15   70927588   70929653      5       1  173005      0.67253      0.25062
UACA                 15   70946893   71055932     17       8  152052     -0.15579       0.5619
AC009269.2           15   71041271   71046516      7       4  170904      0.77623      0.21881
AC009269.3           15   71060350   71071207      2       1  173005     -0.33048      0.62948
LRRC49               15   71145578   71342414      1       1  173005      -1.0625        0.856
RPL5P3               15   71355440   71356328      1       1  173005      -1.2437       0.8932
THSD4                15   71389291   72075722      2       1  130465      -0.1471      0.55847
AC108861.1           15   71839619   71842171      8       2  162599     0.076857      0.46937
MYO9A                15   72114632   72410918      1       1  102359     -0.22395       0.5886
PKM                  15   72491370   72524164      1       1  172750      -1.2207       0.8889
HEXA                 15   72635775   72668817      7       2  170309     -0.79088      0.78549
HEXA-AS1             15   72668454   72671129      3       1  163092      -1.7624        0.961
ARIH1                15   72766667   72879692      1       1   87924     -0.13527       0.5538
NEO1                 15   73344051   73597547      9       5  154249      0.31661      0.37577
HCN4                 15   73612200   73661605      2       1  115595     -0.26598      0.60487
NPTN                 15   73852355   73926475      9       2  163632      0.23999      0.40517
CD276                15   73976307   74006859      2       1  173005       3.3349   0.00042661
INSYN1               15   74032141   74045088      2       1  169328      0.24889      0.40172
LOXL1                15   74218330   74244478      6       4  146140    -0.018255      0.50728
PML                  15   74287014   74340153      4       2  165506       1.7835     0.037254
GOLGA6A              15   74362198   74374891      1       1  143265       1.1114       0.1332
AC010931.1           15   74418256   74421619      1       1  143265    -0.021559       0.5086
AC010931.2           15   74445141   74471567      1       1  173005     -0.18988       0.5753
STRA6                15   74471807   74504608      6       2  173005        2.224     0.013075
AC023300.2           15   74603857   74612029      1       1   42455     -0.76613       0.7782
PPIAP46              15   74643109   74656961      1       1   89015      -1.5016       0.9334
AC090826.1           15   74657776   74663552      2       1  173005      0.60691      0.27196
AC090826.2           15   74667019   74667852      1       1  173005     -0.34114       0.6335
SEMA7A               15   74701630   74726808      3       1  173005     0.072471      0.47111
ARID3B               15   74833518   74890472      5       3  159638      0.86059      0.19473
CLK3                 15   74890841   74932057      1       1  143265      0.44185       0.3293
AC100835.1           15   74905535   74907937      1       1  135910      -1.4221       0.9225
CSK                  15   75074398   75095539     31      11  147901     -0.19393      0.57688
ULK3                 15   75128457   75135687      1       1  173005     -0.23115       0.5914
SCAMP2               15   75136071   75165706      1       1  173005    -0.045386       0.5181
RPP25                15   75246757   75249805      1       1  173005      -1.0794       0.8598
C15orf39             15   75487984   75504510      8       3  142301      0.45509      0.32452
MAN2C1               15   75648133   75660971      3       2  150727      0.35591      0.36095
PTPN9                15   75759462   75871630      1       1  173005     0.092879        0.463
AC105020.6           15   75932101   75933317      1       1  173005      -1.1026       0.8649
CSPG4                15   75966663   76005189      4       2  150573       1.9089     0.028137
AC105020.4           15   75968568   75969503      8       5  142612      -1.6282      0.94826
ODF3L1               15   76016318   76020029      2       1  125067     0.022851      0.49088
AC019294.2           15   76030161   76055663      3       1  173005      0.55334      0.29002
ETFA                 15   76507696   76603813      3       2  157236     -0.92603      0.82279
ISL2                 15   76629065   76634817      1       1  173005      0.52901       0.2984
KRT8P23              15   77271586   77272792     12       6  147330        0.812      0.20839
PEAK1                15   77400471   77712486      3       1  173005      -1.1851      0.88201
AC046168.2           15   77861312   77901023     24       9  156151      0.49843      0.30909
LINGO1               15   77905369   78113242      6       4  129488    -0.030822      0.51229
AC104758.2           15   78206559   78219188      3       1  147423     -0.30364       0.6193
COMMD4P1             15   78233784   78236924      3       2  163092     -0.03758      0.51499
ADAMTS7P3            15   78268384   78285399      8       4  160031      0.40258      0.34363
TBC1D2B              15   78276378   78370066      4       2  161893    -0.096216      0.53833
AC104758.1           15   78285747   78287631      2       1  172878     -0.68594      0.75362
ACSBG1               15   78459810   78538030      1       1  173005      -0.6489       0.7418
DNAJA4               15   78556428   78574538     41      22  151606      0.24727      0.40235
WDR61                15   78570177   78592136      2       1  173005       1.0797      0.14014
AC011270.2           15   78631550   78634099      2       1  173005      0.33615      0.36838
CRABP1               15   78632666   78640572      5       2  142881      -0.4454      0.67199
PSMA4                15   78832747   78841604      2       1  173005      -0.2601      0.60261
CHRNA5               15   78857862   78887611      3       1  173005     -0.59235      0.72319
CHRNA3               15   78885394   78913637      6       3  150235     -0.50924      0.69471
CHRNB4               15   78916461   79020096      1       1  173005      0.27255       0.3926
ADAMTS7              15   79051545   79103773      3       2  173005       1.2353      0.10836
MORF4L1              15   79102829   79190475      1       1   29740      -1.0148       0.8449
CTSH                 15   79213400   79241916      9       5  149046     -0.13737      0.55463
RASGRF1              15   79252289   79383115      5       1  146895     -0.65027      0.74224
AC011944.1           15   79271231   79278268     21       9  165457     -0.36447      0.64225
ANKRD34C-AS1         15   79484049   79576287      2       1  173005     -0.40561      0.65748
ANKRD34C             15   79575146   79590580      2       1  173005      0.30984      0.37834
TMED3                15   79603404   79704334      1       1  173005      0.25283       0.4002
MINAR1               15   79724858   79764632      1       1  173005      0.83379       0.2022
AC021483.1           15   80124808   80125896      3       2  147460      -1.6124      0.94656
ST20                 15   80191182   80216044      7       3  135911     -0.67712      0.75084
BCL2A1               15   80253231   80263788      2       1  173005      0.79186      0.21422
ZFAND6               15   80351910   80430735     27      13  141677      -1.6971      0.95516
FAH                  15   80444832   80479288      2       1  173005       1.0965      0.13643
CTXND1               15   80487826   80544555      5       3  155864     -0.41156      0.65967
AC016705.2           15   80637195   80696556      2       1  173005      -1.3154      0.90581
ARNT2                15   80696692   80890278      6       2  171779      0.71653      0.23683
ABHD17C              15   80972025   81047962      1       1   95279       1.3472      0.08895
CEMIP                15   81071684   81244117      6       4  158825      0.09711      0.46132
MESD                 15   81239667   81282219      3       1  173005      0.04264      0.48299
AC068870.2           15   81291934   81292322      2       1  173005     -0.48324      0.68554
TLNRD1               15   81293295   81296342     21      10  144635     -0.84556       0.8011
CFAP161              15   81299374   81441516      4       2  117757     -0.27083      0.60674
AC103858.1           15   81595556   81601732      3       2  108670     -0.79468       0.7866
TMC3                 15   81623558   81666554      1       1  173005     -0.28636       0.6127
AC060809.1           15   81719789   82047558      2       1  107730     -0.63849      0.73842
MEX3B                15   82334119   82338482      2       1  158135      -1.3122      0.90528
CPEB1-AS1            15   83316521   83361572      1       1  124394      0.43715        0.331
AP3B2                15   83328033   83378666      2       1  101373      0.90128      0.18372
WHAMM                15   83478380   83503611     13       7  136349     -0.20564      0.58147
TM6SF1               15   83776159   83813606      3       2  173005    -0.099106      0.53947
BNC1                 15   83924655   83953466      2       1  173005     -0.92145      0.82159
SH3GL3               15   84115980   84287495      4       2  173005       1.7003     0.044542
ADAMTSL3             15   84322838   84708594     15       9  149350      0.96128      0.16821
EFL1P1               15   84748920   84795356      1       1  161489     0.072505       0.4711
AC243562.2           15   84944427   84950601      3       1  173005      -1.4889      0.93174
SEC11A               15   85212775   85259947      1       1  173005      0.39046       0.3481
ALPK3                15   85359911   85416713     25      13  134634    -0.072764        0.529
SLC28A1              15   85427885   85518876     24      13  143505     -0.48198      0.68509
PDE8A                15   85523671   85682376     20      10  150811     -0.10888      0.54335
AKAP13               15   85923802   86292586     32      13  143809    -0.066825      0.52664
AC087286.3           15   86122277   86123409     42      17  154787      -1.8759      0.96967
AC021739.2           15   86287340   86293512     12       5  165302      -1.3469        0.911
AC021739.4           15   86293567   86296132      2       1  140028      -1.1549      0.87593
LINC02883            15   86298172   86299468     15       7  152549     -0.19593      0.57767
AC021739.1           15   86314221   86314394      3       2  173005      -0.7468      0.77241
LINC01584            15   86626576   86659948      2       1  173005      0.55744      0.28861
AC012229.1           15   87173497   87174367      4       2  165570      0.50054      0.30835
NTRK3                15   88418230   88799999      2       1  173005      0.87284      0.19137
NTRK3-AS1            15   88795961   88814297      1       1  173005       1.0718       0.1419
AEN                  15   89164527   89175513      3       2  150117      0.93074      0.17599
ACAN                 15   89346674   89418585      3       2  157736       1.1034      0.13494
HAPLN3               15   89420519   89438857     22       7  157759       0.4872      0.31306
MFGE8                15   89441916   89456642     13       7  157822     -0.21146      0.58374
AC013565.3           15   89630309   89631608      2       1   29740       1.8486      0.03226
ABHD2                15   89630690   89745591     10       3  160869      -1.1417      0.87322
RLBP1                15   89753100   89764982      2       1  173005     -0.42685      0.66526
AC133637.2           15   89904388   89905652      1       1  173005     -0.34859       0.6363
MIR9-3HG             15   89904810   89939471     27      11  151500       2.0933     0.018159
AC013391.3           15   90052192   90053647     12       6  159648       1.9662     0.024639
WDR93                15   90234028   90286869      1       1   42455       0.3681       0.3564
ANPEP                15   90328120   90358633     16       7  162747     -0.12515       0.5498
ARPIN                15   90443159   90456188      1       1  173005     -0.41301       0.6602
ZNF710               15   90544624   90625438     20       9  150450       1.3969     0.081218
ZNF710-AS1           15   90617744   90625439     33      17  150567        1.578     0.057283
IDH2-DT              15   90645881   90681248      2       1  107730     -0.02338      0.50933
CIB1                 15   90773207   90777279     11       4  168855      0.14963      0.44053
IQGAP1               15   90931450   91045475     29      13  138456       3.1733   0.00075351
AC018946.1           15   90936722   90941113      1       1   42455     -0.56952       0.7155
CRTC3                15   91073157   91188577      2       1  169328       1.6124     0.053442
AC103739.3           15   91173767   91174987      1       1  173005       1.0407        0.149
LINC01585            15   91203465   91208198      1       1   87924    -0.027075       0.5108
AC124248.1           15   91382871   91396838      2       1  158135     -0.35678      0.63937
FES                  15   91426925   91439006     39      19  147049       1.3174     0.093845
MAN2A2               15   91445448   91465814      1       1  173005       0.1807       0.4283
SV2B                 15   91643180   91844539      7       4  159298    -0.018046       0.5072
AC107958.1           15   92220001   92220290      1       1  173005      -1.5692       0.9417
ST8SIA2              15   92937058   93011958      6       2  164903     -0.99853      0.84099
AC091544.4           15   93135804   93139692      6       3  171086       1.2574       0.1043
FAM174B              15   93160673   93353114      3       1  135896       1.5699     0.058219
ASB9P1               15   93338877   93339669      7       2  121842     -0.79982      0.78809
AC106028.4           15   93351681   93352287      7       4  162490      0.65205      0.25718
CHD2                 15   93426526   93571237      1       1  124394      0.28584       0.3875
RGMA                 15   93586636   93632433     38      17  154398     -0.88985      0.81323
AC112693.2           15   93844645   93844876      5       2  173005      -1.2994       0.9031
AC009432.2           15   94998698   95093801      7       4  147770      -1.1603      0.87704
LINC01197            15   95819690   95870358     15      11  142295       0.7133      0.23783
AC104260.3           15   95831163   95834872      2       1  132778       1.3525     0.088108
AC015574.1           15   96181545   96369728      3       2  173005     -0.45206      0.67439
AC012409.2           15   96533811   96844219      2       1  105633     -0.61257      0.72992
AC024337.1           15   96588570   96607586      6       4  133958      -1.0144      0.84481
AC024337.2           15   96623942   96627813      2       1  139900     -0.29638      0.61653
NR2F2-AS1            15   96670598   96870590      6       3  140813      0.12546      0.45008
NR2F2                15   96869167   96883492      4       2  120457      -1.6931      0.95479
AC087477.2           15   96897466   96948465      9       6  145042       1.3591     0.087052
AC087477.3           15   96981800   96987496      8       3  158813      0.85755      0.19557
LINC02253            15   97759042   97975324      4       2  135350      0.24184      0.40445
LINC02254            15   97913601   97971182      7       4  154602     -0.19815      0.57854
AC026523.1           15   98096514   98103932      1       1   42455      -1.0035       0.8422
ARRDC4               15   98462784   98517068      7       3  138643       1.0757      0.14104
IRAIN                15   99190180   99190600      2       1  145603       1.8518      0.03203
AC036108.1           15   99497378   99646030      2       1  173005       -0.186      0.57378
SYNM                 15   99638420   99675798     19      11  166140      0.30242      0.38117
AC036108.2           15   99669037   99672011      3       2  140871      0.36521      0.35748
TTC23                15   99676528   99791428      3       1  173005      -1.3856      0.91706
LRRC28               15   99791567   99930934      6       3  164903      0.11208      0.45538
AC015660.2           15   99936818   99941520      2       1  173005       1.0478      0.14737
AC015660.5           15  100013659  100016519      1       1  173005      0.40375       0.3432
MEF2A                15  100017370  100256671     71      31  155080       0.0495      0.48026
LYSMD4               15  100255902  100273766      3       1  140343      0.97034      0.16594
DNM1P46              15  100330361  100347132      2       1   58832      0.11125      0.45571
AC084855.1           15  100510420  100514215      2       1  173005       3.4343   0.00029703
AC022710.1           15  100666311  100669948      2       1  158135       1.4428      0.07454
SPATA41              15  100884662  100890438      6       3  159502      0.28182      0.38904
CERS3-AS1            15  100913141  100978119      9       4  139534       1.2631      0.10327
AC015712.1           15  101389766  101401961      4       2  123914      0.45741      0.32369
ALDH1A3              15  101417919  101456831      7       3  121942      -0.3643      0.64218
AC015712.7           15  101428677  101429311      1       1  173005     0.074516       0.4703
AC015712.2           15  101433945  101459488     33      19  154628     -0.33214      0.63011
LRRK1                15  101459420  101610317     10       6  159896      0.34584      0.36473
AC090907.2           15  101590937  101626271     10       6  145473     -0.14815      0.55889
AC019254.1           15  101708735  101711026      1       1  173005      0.76009       0.2236
CHSY1                15  101715928  101792137      2       1  151676     -0.31212      0.62252
SELENOS              15  101811022  101817705      3       2  156164     -0.82365      0.79493
AC090164.4           15  102067784  102068552      2       1  173005     -0.56625      0.71439
TARS3                15  102193801  102264807      4       2  132471      -1.1101      0.86651
AC027559.1           15  102272404  102287073      1       1  165650       1.0857       0.1388
Z84723.1             16      67514      85195     11       4  165124      0.62876      0.26475
RHBDF1               16     108058     126354      2       1  169328        1.347     0.088986
MPG                  16     127006     135852      2       1  132746      -0.5589      0.71188
HBQ1                 16     230452     231180      2       1  173005    -0.025097      0.51001
RGS11                16     318300     325980      1       1   42455       0.6213       0.2672
AXIN1                16     337440     402673      1       1  165650      0.53855       0.2951
PGAP6                16     420773     437113     15       8  132216       1.2719       0.1017
NME4                 16     446725     460367      7       1  140797        -0.28      0.61026
PRR35                16     610422     615528      7       4  130912       0.8474      0.19839
MCRIP2               16     691813     698474     15       9  162035      -1.4967      0.93276
RHOT2                16     718086     724174      1       1  143265      0.33583       0.3685
STUB1                16     730224     732870      2       1  173005     -0.25953      0.60239
JMJD8                16     731671     734529      1       1   72195       2.4338     0.007471
METRN                16     765115     769655      6       3  141483    -0.009977      0.50398
ANTKMT               16     770581     772601      4       1  171166       -0.395      0.65358
CCDC78               16     772582     776954      3       1  168102     -0.28203      0.61104
LMF1                 16     903634    1031318      2       1   97695     -0.47945      0.68419
LMF1-AS1             16     971033     984495      3       2  129488    -0.099033      0.53944
CEROX1               16    1025761    1031596     19       7  156737      0.57715      0.28192
C1QTNF8              16    1140005    1146244      1       1  122461      -3.1214       0.9991
CACNA1H              16    1203241    1271771      2       1  125499     -0.63509      0.73732
BAIAP3               16    1383602    1399439      3       1  166715     -0.59366      0.72363
UNKL                 16    1413206    1464752      2       1  145022      0.93679      0.17443
CLCN7                16    1494935    1525581      9       5  163552     -0.44375      0.67139
AL031600.2           16    1517674    1522685      5       3  164754      0.46717      0.32019
TMEM204              16    1578689    1605581     29      13  146312      -1.1808      0.88116
JPT2                 16    1728257    1752281      1       1  135910      0.76546        0.222
MAPK8IP3             16    1756184    1820318      2       1  158135      0.15979      0.43652
HAGH                 16    1845621    1877195      2       1  169328     -0.90898      0.81832
MSRB1                16    1988211    1993327      1       1  173005     -0.50694       0.6939
NDUFB10              16    2009509    2011976      4       2  147612       1.3322     0.091402
SNHG9                16    2014960    2015510      6       2  151247       1.3045     0.096025
AC005363.2           16    2021656    2021897      2       1  173005      0.87185      0.19165
NOXO1                16    2028918    2034193      4       2  173005     0.083168      0.46686
GFER                 16    2034208    2037750      6       2  149128      0.79351      0.21374
SLC9A3R2             16    2075357    2089027      9       4  145929      -0.4189      0.66236
SNHG19               16    2204798    2205359      7       3  149747      0.56591      0.28573
ECI1                 16    2289396    2302301      2       1  117568       1.4587     0.072326
RNPS1                16    2303117    2318413      3       2  147460      0.86659      0.19308
ATP6V0C              16    2563871    2570219      1       1   87924       1.2383       0.1078
AMDHD2               16    2570358    2581423      4       2  137553       1.0559       0.1455
PDPK1                16    2587965    2653189      1       1   87924      -1.2901       0.9015
PRSS33               16    2833954    2837949      1       1  143265     -0.44877       0.6732
PRSS21               16    2867164    2876305      4       2  165570      0.38437      0.35035
FLYWCH1              16    2961938    3001209      4       2  173005       1.8338     0.033339
PAQR4                16    3019246    3023490      2       1  141068       1.1048      0.13462
AC004233.3           16    3031176    3031592      2       1  134375       1.6564     0.048818
TNFRSF12A            16    3068446    3072384      6       3  161524      0.97548      0.16466
HCFC1R1              16    3072621    3074287      1       1  173005       1.0625        0.144
MMP25-AS1            16    3087401    3109371      4       1  173005        2.084     0.018578
MMP25                16    3096682    3110727     10       4  173005     -0.41507      0.66095
IL32                 16    3115298    3131908      4       2  162511       2.3745    0.0087864
AC108134.2           16    3206737    3207484      4       2   98456     -0.56242      0.71309
MEFV                 16    3292028    3306627      5       3  146017     -0.83769       0.7989
NLRC3                16    3589033    3627401     12       7  144645    -0.029477      0.51176
SLX4                 16    3631182    3661599      1       1  173005      0.21496       0.4149
LINC02861            16    3997610    4000445     10       4  161523      0.43699      0.33106
ADCY9                16    4003388    4166186     37      19  148692       1.5068     0.065928
SRL                  16    4239375    4292081      1       1  173005     -0.39343        0.653
VASN                 16    4421849    4433529      5       2  173005      -1.0193      0.84597
MGRN1                16    4666494    4740975     27      11  149537     -0.40894      0.65871
SEPTIN12             16    4827670    4838522      3       1  173005    -0.052012      0.52074
UBN1                 16    4896666    4932361      2       1  112709    0.0093364      0.49628
NAGPA                16    5074845    5084142      3       2  144645      0.67631      0.24942
C16orf89             16    5094123    5116111      2       1  167247     -0.69978      0.75797
EEF2KMT              16    5134305    5147809      1       1  165650      0.14793       0.4412
LINC01570            16    5651170    5666197      7       3  144341     -0.90622      0.81759
RBFOX1               16    6069095    7763340      1       1  165650    -0.091117       0.5363
AC022206.1           16    7176294    7176640      1       1  173005      0.51751       0.3024
AC007222.2           16    7351606    7354639      5       3  145238      0.91545      0.17998
TMEM114              16    8619502    8622304      1       1   87924     -0.19652       0.5779
ABAT                 16    8768422    8878432      6       3  171926      0.14351      0.44294
AC022167.2           16    8953670    8954313      5       3  140084      0.15023      0.44029
AC022167.4           16    8963108    8963889      1       1  135910     -0.20881       0.5827
C16orf72             16    9185505    9215497     16       7  155238      0.24185      0.40445
AC007218.1           16    9760742    9770700      1       1  143265     -0.61614       0.7311
GRIN2A               16    9852376   10276611     13       5  150315      0.69736      0.24279
AC007218.2           16    9888494    9899428      6       3  169860       1.0918      0.13747
AC133565.1           16   10127541   10131154      1       1   42455     -0.15427       0.5613
ATF7IP2              16   10420291   10577495     25      12  168195       1.3158     0.094121
EMP2                 16   10622279   10674555      2       1  148700     -0.40798      0.65836
AC027277.1           16   10623297   10625939      1       1  143265      -2.6437       0.9959
AC027277.2           16   10670356   10672040      4       2  173005       1.3033     0.096242
TVP23A               16   10854776   10912651      1       1  125019       0.4546       0.3247
CIITA                16   10971055   11026079     24      13  132579       2.3324    0.0098397
DEXI                 16   11022748   11036317      1       1  161489     -0.51894       0.6981
SOCS1                16   11348262   11350036      2       1  134142     -0.17382      0.56899
AC099489.1           16   11453702   11617444      2       1  173005       -1.917      0.97238
AC099489.3           16   11559116   11567030      7       2  173005     -0.93362      0.82475
TXNDC11              16   11772936   11836734     62      32  148455      -2.2516      0.98783
AC007613.1           16   11835766   11838362     10       5  145314        0.586      0.27894
SNX29                16   12070594   12668146      8       4  146971     0.073218      0.47082
AC007216.1           16   12070708   12071707      4       1  153574      0.54301      0.29356
RPS23P6              16   12175094   12175759      1       1  135910      0.39533       0.3463
AC007601.1           16   12180603   12184159      1       1  173005       1.5124      0.06521
AC010333.2           16   12654613   12704901     10       3  157527       1.1636       0.1223
CPPED1               16   12756919   12897874      7       2  161569      0.77618      0.21882
AC109597.2           16   12853139   12855019      1       1  143265     -0.83308       0.7976
SHISA9               16   12995477   13334272      2       1  173005     -0.55663      0.71111
U95743.1             16   13822511   13873617      3       1  170553       1.4065     0.079793
MRTFB                16   14165178   14360630     24      12  151783      0.24771      0.40218
MIR193BHG            16   14395246   14424924      9       3  147633      0.22272      0.41188
XYLT1                16   17195626   17564738      6       3  148102      -1.4079      0.92042
AC009152.3           16   17547327   17550093      3       2  142193      -0.4599      0.67721
AC091489.1           16   18096663   18266920      2       1   89183      -1.8198      0.96561
SMG1                 16   18816175   18937776      2       1  169328      0.41743      0.33818
TMC7                 16   18995256   19075264     14       4  166358      0.39075      0.34799
AC099518.3           16   19125324   19184900      3       1  126975      0.35815      0.36011
AC099518.5           16   19131298   19132951     37      17  147673      0.51148      0.30451
SYT17                16   19179293   19279652      4       1  162691     -0.41572      0.66119
TMC5                 16   19421818   19510435      2       1  173005      -1.0686      0.85737
CCP110               16   19535133   19564730      1       1  173005    -0.067228       0.5268
KNOP1                16   19714902   19729557      3       1  173005     -0.53603      0.70403
IQCK                 16   19727778   19868907      5       3  173005     -0.65753      0.74458
GPRC5B               16   19868616   19897489      6       3  167628      0.45927      0.32302
GPR139               16   20042807   20085239      2       1  173005      0.70352      0.24087
ACSM5                16   20420856   20452658      6       3  142729      0.28026      0.38964
TMEM159              16   21169698   21191937      3       1  173005   0.00089321      0.49964
CRYM-AS1             16   21312170   21329912      4       2  107730      0.62493      0.26601
SMG1P3               16   21458004   21531765      1       1   87924      0.46658       0.3204
AC005632.6           16   21522956   21526452      2       1  111917       1.4947     0.067498
METTL9               16   21608539   21668794      8       2  103176     -0.38238      0.64891
IGSF6                16   21652609   21663981      7       4  132058      0.68287      0.24734
NPIPB4               16   21845890   21892148      1       1   87924      -0.8618       0.8056
VWA3A                16   22103859   22168287      1       1  173005      -0.2562       0.6011
SDR42E2              16   22177618   22203075      1       1  106795     -0.30548         0.62
SMG1P1               16   22448329   22503541      3       2  101128     -0.25053      0.59891
AC130466.1           16   22817610   22825001      4       2  135312      0.90393      0.18302
HS3ST2               16   22825498   22927659      1       1  173005      0.95773       0.1691
COG7                 16   23399814   23464501      1       1  173005      -2.4893       0.9936
GGA2                 16   23474863   23533316     30      12  157523      0.40901      0.34127
PRKCB                16   23847322   24231932      2       1  173005        1.142      0.12672
CACNG3               16   24266874   24374122      4       2  155747       0.1176      0.45319
LINC01567            16   24672743   24682383      1       1  173005      0.17612       0.4301
TNRC6A               16   24741016   24838953      5       3  173005      0.66417      0.25329
ARHGAP17             16   24930706   25026987     15       7  143445      -1.4146      0.92141
AC133552.2           16   25043202   25069430      1       1  173005     -0.65542       0.7439
ZKSCAN2              16   25247322   25269252      2       1  107730      0.99504      0.15986
HS3ST4               16   25703347   26149009      1       1  173005        2.068      0.01932
LINC02195            16   26596076   26606134      7       4  163214       1.0361      0.15009
IL4R                 16   27324989   27376099     38      19  153376      0.37497      0.35384
IL21R                16   27413483   27462115      4       2  173005      0.54991      0.29119
XPO6                 16   28109300   28223241      1       1  172540     -0.33689       0.6319
AC138904.1           16   28296206   28303385      1       1  173005      -1.5317       0.9372
