,pValue,logFC 
COIL,NA,0.02838956
GSTA4,NA,0.028384378
MRPS18B,NA,0.028379814
LENG8,NA,0.0283788
HPS3,NA,0.02837574
DRC1,NA,0.02836999
LINC01241,NA,0.028368522
ZNF512,NA,0.028362871
VPS72,NA,0.028331571
AC090515.4,NA,0.02831752
AC015987.1,NA,0.028312804
USP32,NA,0.028292524
AC135457.1,NA,0.028288885
MED30,NA,0.028287662
PPOX,NA,0.02827232
STX18-IT1,NA,0.028271973
IFT46,NA,0.028242525
NDUFA9,NA,0.02824248
ZNF436,NA,0.028220244
AC073641.1,NA,0.02820404
PRPF19,NA,0.02818859
NEK4,NA,0.028187738
LINC02848,NA,0.028187392
AC087645.2,NA,0.028184371
AL355432.1,NA,0.028165748
PLCG1,NA,0.028164519
AC096921.2,NA,0.02815608
DNASE1,NA,0.028124946
TANGO6,NA,0.028117419
LMOD3,NA,0.028116393
MPL,NA,0.028100592
FAM66E,NA,0.028089019
ZSCAN26,NA,0.028085238
AC080129.1,NA,0.028073724
SULF1,NA,0.028040858
AL161636.1,NA,0.028038392
C16orf46,NA,0.028023428
9-Mar,NA,0.028002634
EPN1,NA,0.027998062
CASP2,NA,0.027997741
CLK1,NA,0.027974864
TFCP2,NA,0.027946366
FGF22,NA,0.027940738
B3GALT4,NA,0.02793171
IL16,NA,0.027914955
AC244090.3,NA,0.02791483
MCAT,NA,0.02790472
AL354811.2,NA,0.027895864
AC092651.3,NA,0.027894457
USB1,NA,0.027885892
AL359706.1,NA,0.027881036
XIAP,NA,0.027879774
FAM219B,NA,0.027842032
UCKL1-AS1,NA,0.027831346
RBL2,NA,0.02779239
C11orf74,NA,0.027791695
ZNF555,NA,0.027784123
SDS,NA,0.027764401
SNAPIN,NA,0.027755657
AL161756.3,NA,0.027749165
MUSTN1,NA,0.027737287
LIPE-AS1,NA,0.027734126
CLEC11A,NA,0.027733398
DIS3,NA,0.02770983
LINC01844,NA,0.027706919
RANBP6,NA,0.027699868
LINC01397,NA,0.027696819
LSM12,NA,0.027682464
WEE2,NA,0.027658734
TMEM211,NA,0.027658213
BLMH,NA,0.027656522
NOL4L-DT,NA,0.02765248
RECK,NA,0.027646509
CRLF3,NA,0.027635584
AC124283.1,NA,0.027627417
STX4,NA,0.027625159
CISD3,NA,0.027623974
AL031709.1,NA,0.027612217
AC090197.1,NA,0.027605869
AC021613.1,NA,0.027590522
ECT2L,NA,0.027582318
AL109984.1,NA,0.027576132
ZNF343,NA,0.027573584
PCDHB13,NA,0.027529836
P4HTM,NA,0.027524488
AGPAT1,NA,0.027520499
WASHC4,NA,0.027519388
AC103740.1,NA,0.027514658
ESRP1,NA,0.027503215
SQOR,NA,0.027501229
ZNF300,NA,0.027495978
FAM91A1,NA,0.027494996
SREK1,NA,0.027493095
FBF1,NA,0.027490119
AL135787.1,NA,0.027479096
AC112695.1,NA,0.027438389
ACTR3B,NA,0.027427135
RN7SL832P,NA,0.027422191
AC008443.5,NA,0.027406
EFCAB7,NA,0.027384442
ACY1,NA,0.027376069
AC024267.4,NA,0.027364967
HSD17B12,NA,0.027361478
RPP21,NA,0.027343168
CTTNBP2NL,NA,0.027338905
SC5D,NA,0.027332627
TTC8,NA,0.027330359
TOM1L1,NA,0.027328645
HNRNPUL2,NA,0.027319836
VWA7,NA,0.027311454
AC091198.1,NA,0.02726272
GPRASP1,NA,0.027257603
EEF1AKMT4,NA,0.02724168
ZNF24,NA,0.027238663
AP004606.1,NA,0.02723712
ELAVL1,NA,0.027231241
SH3GLB1,NA,0.027229982
DCHS1,NA,0.027206866
MEIOC,NA,0.027200228
MECR,NA,0.027194271
C19orf53,NA,0.027187041
EEF1AKMT1,NA,0.027182249
AC093390.2,NA,0.027157609
AC128687.3,NA,0.027147614
AC027544.2,NA,0.027144995
AL020993.1,NA,0.027141682
TBC1D12,NA,0.027138339
CRNKL1,NA,0.027132727
DHPS,NA,0.027125249
L29074.1,NA,0.027107977
PSEN1,NA,0.027100561
ZNF548,NA,0.02709717
MORN2,NA,0.027085394
MAMDC4,NA,0.027069396
AC016587.1,NA,0.027048853
TMEM8B,NA,0.027045808
AP001412.1,NA,0.027031658
ZNF681,NA,0.027025807
AC109927.1,NA,0.027018965
RAI1,NA,0.027001689
LRIG2-DT,NA,0.027000166
DUXB,NA,0.026991282
DNAJC4,NA,0.02699049
TMEM138,NA,0.026984591
VIPAS39,NA,0.026970978
AC018557.3,NA,0.02695389
SLC38A7,NA,0.02694196
AP001453.1,NA,0.026937421
SMIM12,NA,0.026937021
CCDC13,NA,0.026920981
AC022915.2,NA,0.026915969
TRAPPC2,NA,0.026880423
ZNF439,NA,0.026867851
GOLGA6L10,NA,0.026867264
PARP3,NA,0.026847889
CAMK2G,NA,0.026846862
AC006449.3,NA,0.026846594
ZDHHC9,NA,0.026816127
L34079.2,NA,0.026816033
AC096639.1,NA,0.026808879
PIP4K2C,NA,0.026782866
LINC00393,NA,0.026779237
TINF2,NA,0.026773875
TECPR2,NA,0.026769733
FAHD1,NA,0.026769097
EFNA2,NA,0.026766883
SETD4,NA,0.026750221
PCDHGC3,NA,0.026747692
SMG7-AS1,NA,0.026713614
AL356599.1,NA,0.026698205
EIF1B-AS1,NA,0.026697141
AC068473.1,NA,0.026678354
PRPF3,NA,0.026665061
DISP2,NA,0.026644524
AL357552.2,NA,0.026643611
AC007533.1,NA,0.026642601
RNFT1,NA,0.026636822
AC005692.2,NA,0.026615773
ZNF470,NA,0.026611477
ADAMTS16,NA,0.026608536
FLOT2,NA,0.026596992
TYMP,NA,0.026551393
LRRC52-AS1,NA,0.026542387
CCL22,NA,0.026541126
GALNT11,NA,0.026541079
AC107027.1,NA,0.026540461
AUNIP,NA,0.026540131
SLC26A1,NA,0.026501958
PRPF39,NA,0.026497647
AC002456.1,NA,0.026490585
SIPA1,NA,0.026479273
PCNX3,NA,0.026463679
B9D2,NA,0.02644348
PI4KA,NA,0.02643196
AC018635.2,NA,0.026420081
PABPC4,NA,0.026405073
ANKRD46,NA,0.026391497
RNF216,NA,0.026390488
AC008906.2,NA,0.026389201
AL137789.1,NA,0.026376998
ZNF503-AS1,NA,0.026375967
AL139294.1,NA,0.026374237
ANAPC15,NA,0.026372854
ZNF136,NA,0.026370984
SAP18,NA,0.026363202
AC105118.1,NA,0.02635819
SPDYE1,NA,0.026352011
DCAF7,NA,0.026342827
IRAK1,NA,0.02633523
IP6K3,NA,0.026332586
CCDC157,NA,0.02632137
FBXL12,NA,0.026320551
SEMA3F-AS1,NA,0.026320349
AL139120.1,NA,0.026318304
NDUFS7,NA,0.026279646
STAR,NA,0.026273063
SMIM29,NA,0.026266981
RUNX2,NA,0.026257011
ZNF620,NA,0.02625586
AC095350.1,NA,0.026220342
CFAP74,NA,0.026216229
SLC39A9,NA,0.026177277
AC092645.2,NA,0.026164987
NLE1,NA,0.026158224
SEPTIN4-AS1,NA,0.026155451
PGAP3,NA,0.026154254
ZNF35,NA,0.026145053
AC090809.1,NA,0.026129006
AC008267.5,NA,0.026125637
TMEM62,NA,0.02612457
HEXD,NA,0.026119731
GPRC6A,NA,0.026098498
MMP24OS,NA,0.026096326
SRRT,NA,0.026083606
RITA1,NA,0.02606931
LINC00923,NA,0.026062987
CHRNB2,NA,0.026056526
CCNB1IP1,NA,0.026004534
LINC02839,NA,0.02600222
MEN1,NA,0.025993199
AC027373.1,NA,0.025987053
CYP21A2,NA,0.025979365
CDK17,NA,0.025975733
MMP23B,NA,0.025971544
AL023653.1,NA,0.025945229
LCMT2,NA,0.025934117
AC005740.3,NA,0.025924696
CPOX,NA,0.025898258
ZNF649-AS1,NA,0.025897128
AC023347.1,NA,0.025885393
DNHD1,NA,0.025864639
SNAPC2,NA,0.025835982
AC020913.1,NA,0.025829628
XPC,NA,0.025829199
LSM2,NA,0.025827589
STAU1,NA,0.025815358
GLB1,NA,0.025801743
PIGG,NA,0.025796703
SIRT2,NA,0.025796458
ATPSCKMT,NA,0.025778665
ZC4H2,NA,0.02576065
AC034213.1,NA,0.025756234
NEK1,NA,0.02572629
AC009107.2,NA,0.025722827
NKAPL,NA,0.025716854
AL683813.1,NA,0.025714748
DHX38,NA,0.025706239
CATSPER1,NA,0.025702269
TNFRSF13C,NA,0.025698445
NDUFAF3,NA,0.025680687
MKKS,NA,0.025670157
NDUFV2-AS1,NA,0.025661161
CRLF1,NA,0.025660595
UBE2L5,NA,0.025653786
UFL1,NA,0.025649518
ZNF783,NA,0.025648326
ARL1,NA,0.025644234
GLIS2-AS1,NA,0.025642236
WASHC5,NA,0.025622419
AC020661.3,NA,0.025606542
AC007292.3,NA,0.025604966
ISCU,NA,0.02558246
MYO1F,NA,0.025581952
AC100778.3,NA,0.025579159
AL031772.1,NA,0.025571188
ILKAP,NA,0.025556202
AP1M2,NA,0.025546094
SLC9A3,NA,0.025543444
ATL1,NA,0.025541021
AC080075.1,NA,0.025536313
SLTM,NA,0.025516053
IZUMO4,NA,0.025512265
CBWD6,NA,0.025507125
PRPSAP1,NA,0.025504932
AP001267.3,NA,0.02549592
PPP2R5D,NA,0.025495555
OR8G1,NA,0.025494647
GNAT1,NA,0.02548837
AC092376.1,NA,0.025486345
AL359397.2,NA,0.025480347
MIER1,NA,0.025474152
METTL23,NA,0.025454051
DOLK,NA,0.025452206
LLPH,NA,0.025412674
ZNF750,NA,0.025410307
SEPTIN7-AS1,NA,0.025402655
CTR9,NA,0.025394761
C2orf88,NA,0.025378456
OC90,NA,0.025374894
C1orf220,NA,0.025372328
ISCA2,NA,0.025342923
MOCS2,NA,0.02531756
TNFSF9,NA,0.02530384
TAP2,NA,0.025299871
AC007686.4,NA,0.025284358
TMEM125,NA,0.02528043
AC009509.1,NA,0.025271385
NCR3LG1,NA,0.025270027
SPINK13,NA,0.025266953
AC011676.1,NA,0.025266733
NPIPB3,NA,0.025263514
RBFA,NA,0.025263338
EMC3,NA,0.025262858
AP006261.1,NA,0.025248071
LINC01704,NA,0.025242468
AL137802.2,NA,0.025242151
CARS-AS1,NA,0.02524032
AC136489.1,NA,0.025240095
AC024896.1,NA,0.025239151
RASGRF2-AS1,NA,0.025232732
SMIM19,NA,0.025227452
ERCC6,NA,0.0252252
LHPP,NA,0.025219694
TATDN2,NA,0.025218821
TPO,NA,0.025215995
MRPL11,NA,0.025214079
AC127496.1,NA,0.025211043
MROH6,NA,0.025207822
SLC25A16,NA,0.025205557
GNAS-AS1,NA,0.025203117
HSH2D,NA,0.025203087
HIF1AN,NA,0.025198175
AL049820.1,NA,0.025196506
ABT1,NA,0.025186356
C12orf10,NA,0.025182073
CCDC33,NA,0.025159461
ADAM21,NA,0.025157475
ZDHHC7,NA,0.025140737
OFD1,NA,0.025139781
ACOT2,NA,0.025132523
SMPX,NA,0.025131157
GMFG,NA,0.025125581
SMIM7,NA,0.02512109
ALKBH6,NA,0.025114538
PHACTR4,NA,0.025080984
SNX8,NA,0.025080673
AC092120.1,NA,0.025072245
BCL2L14,NA,0.025070835
SS18,NA,0.025063704
TMEM251,NA,0.025059523
AL365361.1,NA,0.025055375
FCRLB,NA,0.025050489
TSKU,NA,0.025048614
PAK4,NA,0.025035289
SLC24A5,NA,0.025007932
PSMB10,NA,0.024998832
PILRA,NA,0.024984753
MED9,NA,0.024974405
USP4,NA,0.024963583
RFT1,NA,0.024960117
AP1AR,NA,0.024955432
INPP5E,NA,0.024943946
CFAP20,NA,0.024935378
AC008764.8,NA,0.024918826
CDHR2,NA,0.024916298
WDR73,NA,0.024909879
AC007463.2,NA,0.024897207
NCOA5,NA,0.02489046
MTFR1,NA,0.024883859
ZSCAN23,NA,0.024868218
SIDT2,NA,0.024866656
TRIM6,NA,0.024866004
SCNN1D,NA,0.024861933
SKIL,NA,0.024858573
ZNF446,NA,0.024827635
AHRR,NA,0.024809825
TRIT1,NA,0.024808784
UGGT1,NA,0.024806972
ABCC12,NA,0.024787897
PVALB,NA,0.02478275
ACTR8,NA,0.024776388
ANKRD52,NA,0.02476879
UBE3B,NA,0.02476875
AL355501.1,NA,0.024757798
AC090365.1,NA,0.02475165
ZNF330,NA,0.024746862
PPP4R3A,NA,0.024729461
CCT4,NA,0.024727499
AC012501.2,NA,0.02472066
FAM242F,NA,0.024700302
LEPROTL1,NA,0.02469995
APCDD1L,NA,0.024682797
AL158801.3,NA,0.024677852
NDUFA13,NA,0.024671538
PHAX,NA,0.024663175
AC133065.1,NA,0.024637416
ZNF710,NA,0.024626266
ZKSCAN7-AS1,NA,0.024618655
LINC01682,NA,0.024609613
MRPL32,NA,0.024599066
PIGW,NA,0.02459614
AP5M1,NA,0.024589169
BRIX1,NA,0.024575081
ZSCAN32,NA,0.024571227
RINL,NA,0.024554591
AC114485.1,NA,0.024554205
CCDC160,NA,0.024527286
AC098848.1,NA,0.024521476
AC012355.1,NA,0.024519976
AGR2,NA,0.024501329
AC123768.3,NA,0.024492845
CXCR5,NA,0.024491774
AC089983.1,NA,0.024472286
AC112254.1,NA,0.024467113
SPNS1,NA,0.024442323
ZNF526,NA,0.024434056
SRRM1,NA,0.024421021
STRA8,NA,0.02441703
AL358394.1,NA,0.024417002
AC103987.2,NA,0.024414867
AC008592.4,NA,0.024394554
ANKRD44-IT1,NA,0.024371614
RBM48,NA,0.024355605
OGFOD2,NA,0.024355319
AC027514.2,NA,0.024353005
AL358781.1,NA,0.024315463
AMPD2,NA,0.02429644
TMSB15B-AS1,NA,0.024275365
PIP4P1,NA,0.024274963
ZBED3-AS1,NA,0.024259679
EFCAB12,NA,0.024244353
AC023154.1,NA,0.024218888
LRRD1,NA,0.024215918
GLT8D2,NA,0.024201793
AC091047.1,NA,0.024200489
PTPRC,NA,0.024182717
LINC02771,NA,0.024181078
GLI4,NA,0.024174125
AC233280.1,NA,0.024165839
MEAF6,NA,0.024163435
AC009171.2,NA,0.024145253
GK,NA,0.024135719
PLEKHD1,NA,0.024127127
TFB2M,NA,0.024125353
AC008060.1,NA,0.024122028
CACNA1C-AS4,NA,0.024120962
FOXRED2,NA,0.024118452
EPS15L1,NA,0.024114159
BCKDK,NA,0.024103899
KLHL11,NA,0.024079076
KYAT1,NA,0.024077386
AC139887.2,NA,0.024063836
AC012494.1,NA,0.024055829
RALY-AS1,NA,0.024053636
BEAN1-AS1,NA,0.02405334
IL10RB-DT,NA,0.024039774
TMF1,NA,0.024028474
RHOF,NA,0.024024127
MTERF2,NA,0.024020035
TMEM240,NA,0.024019362
B3GAT3,NA,0.02400639
CAMKMT,NA,0.023992373
AD001527.1,NA,0.023985653
TNRC6C-AS1,NA,0.023977749
ZNF230,NA,0.023971798
RLIM,NA,0.023958629
B3GALT5-AS1,NA,0.02395264
STAMBP,NA,0.023931596
PYGM,NA,0.023910889
LINC00685,NA,0.023894377
AL358075.2,NA,0.02388242
PTPN2,NA,0.023876507
ZFP91,NA,0.023872402
ZNF81,NA,0.023867658
TCTE1,NA,0.023848368
DCBLD2,NA,0.023832346
HIGD1A,NA,0.02382516
RBP7,NA,0.02382444
AMMECR1,NA,0.023823492
ANAPC5,NA,0.023821
AC090518.1,NA,0.023817572
SZRD1,NA,0.023804038
AL121890.5,NA,0.023803676
CTU1,NA,0.02380178
SLC46A3,NA,0.023798856
LINC01191,NA,0.023798221
ARFGAP3,NA,0.023790891
RPIA,NA,0.023786996
CPSF4,NA,0.023783274
AL355816.2,NA,0.023782612
AC079779.3,NA,0.023781087
GHITM,NA,0.023780312
NCAPH2,NA,0.023765437
BTNL2,NA,0.023765393
ZNF460-AS1,NA,0.023754064
UBE2A,NA,0.0237451
LINC02832,NA,0.023743513
EIF2B1,NA,0.023739311
AL031770.1,NA,0.023733955
SMNDC1,NA,0.023727656
CYB5D2,NA,0.023726017
PPM1A,NA,0.023715783
AC011900.1,NA,0.023713591
SPINK9,NA,0.02370997
AC073842.2,NA,0.023702746
BRD1,NA,0.02370148
SLC35A2,NA,0.023672154
NPIPB12,NA,0.02366588
TTC30A,NA,0.023654303
COQ7,NA,0.023622236
ZCCHC14,NA,0.023616703
SIN3A,NA,0.023606314
LINC00547,NA,0.023598199
NME1,NA,0.023596397
RNF170,NA,0.023593948
SAMD3,NA,0.023586346
AL353593.2,NA,0.023585327
AC022535.1,NA,0.023584729
GOPC,NA,0.023562927
SYNPR-AS1,NA,0.023559055
BET1,NA,0.023554349
AL139193.1,NA,0.023527862
ZNF595,NA,0.023517087
AC097382.2,NA,0.023502254
CASTOR1,NA,0.023495787
ZNRD2,NA,0.023490011
UBE2D1,NA,0.023487023
AC090826.3,NA,0.023482256
GRAMD1A,NA,0.023477975
AC089998.4,NA,0.023464212
ASB14,NA,0.02346217
PPP1R16A,NA,0.023456269
ICK,NA,0.023432922
ARMCX5-GPRASP2.1,NA,0.023428927
ZNF235,NA,0.023415557
ALMS1,NA,0.02340723
AURKAIP1,NA,0.023399435
C8orf82,NA,0.023387524
MKRN3,NA,0.023384435
AC104971.1,NA,0.023383159
TOMM6,NA,0.023382087
WDR4,NA,0.023377419
ABCF1,NA,0.023374557
AC109361.1,NA,0.023352328
EXD2,NA,0.023338511
MGLL,NA,0.023320734
SCGB2B2,NA,0.023308492
STK38,NA,0.023301508
THRIL,NA,0.023295358
MTRNR2L6,NA,0.023276904
AL136298.1,NA,0.023246628
AC139769.2,NA,0.023245378
AC092296.2,NA,0.023236278
PWP1,NA,0.023213032
OAZ2,NA,0.023183594
TPD52L2,NA,0.023179909
AC044839.1,NA,0.023169984
PPP4C,NA,0.023155047
ZNF420,NA,0.02313805
AC023830.1,NA,0.02313663
EID1,NA,0.023118152
NFKBID,NA,0.023116789
EHHADH-AS1,NA,0.023114522
TBC1D14,NA,0.023106055
GANC,NA,0.02308357
AC012170.3,NA,0.023056486
TELO2,NA,0.023034856
AC084880.2,NA,0.023029276
PRPF6,NA,0.023019975
SMYD5,NA,0.023001518
CXorf56,NA,0.023000555
TBC1D10A,NA,0.022981448
EIF3J,NA,0.022977706
THAP1,NA,0.022959462
ARID3B,NA,0.022958762
RSPH3,NA,0.022947577
AC022916.1,NA,0.022942568
GSDMB,NA,0.022927114
AC008154.1,NA,0.022920288
DCAKD,NA,0.02291185
LINC02763,NA,0.022911541
AC012313.5,NA,0.022899438
BPIFA2,NA,0.022896546
ACADS,NA,0.022886729
ADRM1,NA,0.022865177
FMO5,NA,0.022855304
ZNF785,NA,0.022854562
FAM182A,NA,0.022832991
BDP1,NA,0.022830995
MAD1L1,NA,0.02282219
TRIM23,NA,0.022815134
AC091181.2,NA,0.022810689
OCEL1,NA,0.022807105
LINC02324,NA,0.022802054
IPPK,NA,0.022800241
AL513412.1,NA,0.022795876
AC016590.2,NA,0.022792161
WASHC5-AS1,NA,0.022769609
AF240627.1,NA,0.022769026
C16orf87,NA,0.022765497
AL451123.1,NA,0.022750937
SNRPD1,NA,0.022748813
SPDYE2,NA,0.022747336
HID1,NA,0.022724951
DRD4,NA,0.022718688
C7orf50,NA,0.022717785
EXOSC10-AS1,NA,0.022702591
SMIM5,NA,0.02269357
AC092794.1,NA,0.022692967
RARS,NA,0.022690159
AC024592.2,NA,0.022688732
EVI2B,NA,0.022678225
CTBP1,NA,0.022671793
TCEAL3,NA,0.022670914
POLL,NA,0.022664981
AC092681.3,NA,0.022662576
SLC17A5,NA,0.022658818
SECTM1,NA,0.022629975
FOXJ2,NA,0.022627328
AC079601.1,NA,0.022621986
STRADB,NA,0.022617845
AC093673.1,NA,0.022612342
ERGIC1,NA,0.0225885
SCNM1,NA,0.02258788
PP2D1,NA,0.022587304
CUL9,NA,0.02258415
FAM160A2,NA,0.022560966
CCDC189,NA,0.022555346
ACSF3,NA,0.022550943
ECH1,NA,0.022526707
C19orf12,NA,0.022519961
AL731563.3,NA,0.02251978
AC011897.1,NA,0.022499729
PSMB2,NA,0.022497394
MAML1,NA,0.022478584
ARPC5L,NA,0.022477973
ABCF2,NA,0.022471665
AC004825.3,NA,0.022450634
DDX28,NA,0.022438625
AL021937.4,NA,0.022428724
CRTC3-AS1,NA,0.022426148
AC073288.1,NA,0.022424948
BOLA3,NA,0.022413591
AL358472.4,NA,0.022379176
AOC2,NA,0.022364181
AL356379.2,NA,0.022319501
PRR14L,NA,0.022293967
MYOM2,NA,0.022290813
LINC00052,NA,0.022286635
NIPSNAP1,NA,0.0222723
AL161668.3,NA,0.02223797
CHAC1,NA,0.022223033
TBC1D23,NA,0.022208223
IRGM,NA,0.022189915
VPS25,NA,0.022183557
THUMPD3-AS1,NA,0.022182567
BCORL1,NA,0.022170791
AKAP1,NA,0.022163758
AC046130.1,NA,0.02216208
DEGS1,NA,0.022158401
AC000068.3,NA,0.022154348
AC068533.3,NA,0.022147083
AL022328.2,NA,0.022142413
MYH7B,NA,0.022139524
PMPCA,NA,0.02211783
DICER1-AS1,NA,0.022114424
ITGA10,NA,0.022111369
APOBEC3D,NA,0.022106223
ZNF639,NA,0.022102451
AC007383.3,NA,0.022093583
ELP1,NA,0.022086841
BBOF1,NA,0.022079778
DNAJB14,NA,0.022063563
SLC6A14,NA,0.022060776
AL133259.1,NA,0.022058622
AL031121.2,NA,0.022042487
UBE2E1-AS1,NA,0.022039014
LETM2,NA,0.022024811
TRIP4,NA,0.022015534
NEDD8,NA,0.022014534
SLC22A18,NA,0.022014372
AC010624.5,NA,0.022003491
ZSWIM4,NA,0.021988437
ZNF12,NA,0.021984448
FOXK2,NA,0.021978467
AC025262.4,NA,0.021978009
AC010745.2,NA,0.021976682
PFDN2,NA,0.021964877
PICALM,NA,0.021950071
ZNF143,NA,0.021949165
ACP4,NA,0.021947704
ZNF48,NA,0.021946814
DENND6A-DT,NA,0.021926181
CFAP161,NA,0.021925501
AP006623.1,NA,0.021925488
ATP6V0E2-AS1,NA,0.021901164
C22orf24,NA,0.021900678
EXOC6,NA,0.021880336
EFCAB10,NA,0.021880108
CDC42-AS1,NA,0.021879632
GSKIP,NA,0.021865885
YIPF4,NA,0.021853576
SELENOI,NA,0.021846925
MYO1C,NA,0.02184044
DNAJB5,NA,0.021835885
AC133550.3,NA,0.021830591
TMEM119,NA,0.021826881
BFAR,NA,0.021825044
ZNF607,NA,0.021824505
TMEM167A,NA,0.021817482
AC147651.4,NA,0.02179682
GART,NA,0.021789108
AL031778.1,NA,0.021784819
LINC02050,NA,0.021780983
FBXL5,NA,0.021778107
COPS5,NA,0.021764402
RAB11FIP3,NA,0.021759835
KLHDC1,NA,0.021758215
OAZ1,NA,0.021753325
CXCL17,NA,0.021752834
ST3GAL5,NA,0.021745283
BACH1-IT1,NA,0.021741131
SRFBP1,NA,0.021719873
AL161941.1,NA,0.021718767
LEFTY1,NA,0.021710037
STK35,NA,0.021707255
AP001893.1,NA,0.021700205
AC073323.1,NA,0.021691544
THOC5,NA,0.021670812
LINC01162,NA,0.021664345
DERL2,NA,0.0216409
ZNF554,NA,0.021636965
RGS12,NA,0.021624966
MLST8,NA,0.021617723
METTL14,NA,0.021602479
ESYT2,NA,0.021590269
AC093422.2,NA,0.021523038
AC012313.8,NA,0.021508891
RAB4B,NA,0.021506189
C11orf16,NA,0.021478087
ARL2,NA,0.021474672
MYB,NA,0.021464724
AC010198.1,NA,0.02145999
SERPINB9P1,NA,0.021456853
NDUFAF8,NA,0.021456624
UIMC1,NA,0.021446039
EDC4,NA,0.021434354
KAT5,NA,0.021423366
PPP1R11,NA,0.021420091
MPC1,NA,0.021413654
AC125494.1,NA,0.021400242
AC009505.1,NA,0.021400048
SERINC3,NA,0.021385911
LINC00909,NA,0.021372558
C12orf43,NA,0.021366426
TAF15,NA,0.021363118
AC016866.2,NA,0.021342693
AL391684.1,NA,0.021337234
PLA2G2A,NA,0.021316362
ZNF236-DT,NA,0.0213041
LINC02309,NA,0.021300718
NCKAP5L,NA,0.021299524
NUDT4,NA,0.021297543
SHLD2,NA,0.021282715
AC244517.5,NA,0.021278615
ASPHD2,NA,0.021277852
TNRC6B,NA,0.021272112
RAE1,NA,0.021265705
TMEM209,NA,0.021256349
AC009480.1,NA,0.021250266
MFSD2B,NA,0.021239638
AL121772.1,NA,0.021231163
AC002553.2,NA,0.021219673
MAP3K14,NA,0.021205545
UBR1,NA,0.02120323
AL162457.2,NA,0.021199762
LIMK2,NA,0.021193692
AC018362.1,NA,0.021177199
NACC1,NA,0.021176407
MC5R,NA,0.02116109
CIITA,NA,0.021136459
TUG1,NA,0.021119273
LINC02718,NA,0.021118634
TXNL1,NA,0.021117283
CDH24,NA,0.021112388
THOC7,NA,0.021090243
AC009154.1,NA,0.021069159
HDX,NA,0.021067881
AC092535.2,NA,0.021063386
SLC25A25-AS1,NA,0.021054017
RBBP9,NA,0.021039003
AC020908.3,NA,0.021035597
NCLN,NA,0.021029846
HECA,NA,0.021025852
DCTPP1,NA,0.021024477
TRIM4,NA,0.021015441
MED8,NA,0.021007096
WDR83OS,NA,0.021003384
ARPC4,NA,0.02099554
AC079841.2,NA,0.020992092
AC090921.1,NA,0.020979045
TEX49,NA,0.02097679
AC133550.2,NA,0.020974065
SCO1,NA,0.020972479
CINP,NA,0.02096919
LINC02826,NA,0.020957176
AL049795.2,NA,0.02095097
TEPSIN,NA,0.02094874
NIFK-AS1,NA,0.020947747
WT1-AS,NA,0.020944581
AL031963.1,NA,0.020938163
AC084782.1,NA,0.020933678
MMGT1,NA,0.020930246
AC010273.2,NA,0.020916091
AC114341.1,NA,0.020911068
LYSMD3,NA,0.0208973
MLH3,NA,0.020895513
LINC00222,NA,0.020893664
CCDC125,NA,0.020890712
UBE2G1,NA,0.020889311
IARS2,NA,0.020880739
UCHL3,NA,0.020878932
LINC02601,NA,0.020877591
CRELD1,NA,0.020864836
DZIP1,NA,0.020857779
FAM174C,NA,0.020838178
LENG8-AS1,NA,0.020833548
COMMD2,NA,0.020828366
POMGNT2,NA,0.020821325
AC099332.1,NA,0.020812152
VPS33B,NA,0.020809933
AC002310.2,NA,0.020806086
CDC26,NA,0.020801392
ZCCHC2,NA,0.020783207
FBXO46,NA,0.020774155
SEC24D,NA,0.020758219
C1D,NA,0.020752347
RTF2,NA,0.020746305
CEP95,NA,0.02074491
ESRRA,NA,0.020731136
KDM5C,NA,0.020722944
JMY,NA,0.020697197
ATP5MPL,NA,0.020692998
AC010442.1,NA,0.02069093
EFCAB5,NA,0.020681801
WNT9A,NA,0.020675919
AL355075.2,NA,0.020663088
AXDND1,NA,0.020653226
TARS2,NA,0.020650148
RNF20,NA,0.020636773
PCMT1,NA,0.020636671
AC068205.2,NA,0.020632556
CMTR1,NA,0.020630453
UTP3,NA,0.020623582
EIF2B5,NA,0.020619859
GABARAPL1,NA,0.020602698
MRPS7,NA,0.020600902
AC008273.1,NA,0.020596256
COQ10B,NA,0.020583226
IFIT1,NA,0.020580225
SF3A1,NA,0.0205792
CSNK1G2,NA,0.020570469
C4orf3,NA,0.020565673
LANCL2,NA,0.020563233
RCHY1,NA,0.020553363
AC009248.3,NA,0.020521592
NT5C3A,NA,0.020520745
AC013356.2,NA,0.020513143
TPRA1,NA,0.020484972
AC117528.1,NA,0.020469653
LINC01327,NA,0.020465764
LDAH,NA,0.020455818
AP002478.1,NA,0.020448256
ZNF839,NA,0.020447251
AC246817.2,NA,0.020443932
DNAJC17,NA,0.020433731
ZNF264,NA,0.020428857
PIK3CG,NA,0.020428714
DNAJC2,NA,0.020422892
ARCN1,NA,0.020416243
LRRC75B,NA,0.020407791
TCEAL4,NA,0.020407289
YPEL5,NA,0.020406405
ZC3H12D,NA,0.020399058
AC012184.3,NA,0.020382761
EMC6,NA,0.020367035
EMC8,NA,0.020366536
IFNG-AS1,NA,0.020344422
SMN2,NA,0.020330189
LINC01491,NA,0.020322645
PROSER1,NA,0.020308871
ATPAF2,NA,0.020291085
AL355596.1,NA,0.020285943
ZFYVE21,NA,0.02027906
AP000697.1,NA,0.020247476
PARG,NA,0.020246215
