,pValue,logFC 
DOK6,NA,0.342015126
RP1-18D14.7,NA,0.342012061
SLCO2A1,NA,0.342000651
ZZZ3,NA,0.341984822
MGA,NA,0.341970108
CTD-2001A16.1,NA,0.341969003
TRMT10C,NA,0.341966712
MGMT,NA,0.341955668
AMIGO1,NA,0.341948628
ZBTB22,NA,0.341941785
NEK4,NA,0.341939524
ZHX3,NA,0.341936709
S1PR2,NA,0.341926003
CAMK2D.1,NA,0.341921673
CD81.1,NA,0.341917821
OSGIN2,NA,0.341909636
KCNQ1OT1,NA,0.341904138
TIAF1,NA,0.341897024
KIAA1715,NA,0.341871954
STK36,NA,0.341859102
DDX18,NA,0.341855582
BCS1L,NA,0.341851169
TOR1B,NA,0.341841565
UBE2V1.2,NA,0.341838693
CBARP,NA,0.341831817
FKBP14,NA,0.341827905
CDK14,NA,0.341787962
TEFM,NA,0.341767249
CCDC136,NA,0.341761125
CDC25B.1,NA,0.34176018
TSPAN4,NA,0.341758179
SLC9A4,NA,0.34175004
LDOC1,NA,0.341735539
RP3-324O17.5,NA,0.341733472
C4orf51,NA,0.341731769
HHEX.1,NA,0.341719494
ATL3,NA,0.341708607
RP11-514P8.12,NA,0.341696772
RPL30,NA,0.341683348
WSB1,NA,0.341673251
C16orf71,NA,0.341660037
MIR124-3,NA,0.341657665
MGST3,NA,0.341648587
KCNH7.1,NA,0.341642989
PPP1R42,NA,0.341632239
KLHDC9,NA,0.341632097
KIAA1614.1,NA,0.341630261
HSPA12A,NA,0.341624181
COMMD10,NA,0.341624079
VIM,NA,0.341598484
EIF4G1,NA,0.341597372
MST1P2,NA,0.34159456
NAA60,NA,0.341593526
NCS1.1,NA,0.341587255
FAM133B,NA,0.34157475
RNF126,NA,0.341566638
PDLIM3,NA,0.341559989
UBL7,NA,0.34155607
ARSE.1,NA,0.341528832
SKIDA1,NA,0.34152092
SNN,NA,0.341502355
MAP3K1.1,NA,0.341496957
MED26,NA,0.341472949
TNKS2,NA,0.341465128
SLC18A2,NA,0.341449871
JADE2.1,NA,0.341441644
PDE4C,NA,0.341436067
RP11-26H16.4,NA,0.341405061
ADCK1,NA,0.341393457
SEC24D,NA,0.341352747
NRBF2,NA,0.341352665
RP1-67A8.3,NA,0.341350575
RP11-877E17.2.1,NA,0.341323599
USP39.1,NA,0.341315738
RP11-283G6.3,NA,0.34131144
C9orf69,NA,0.341302655
SBK1,NA,0.34129217
RP5-1031D4.2,NA,0.341275831
ESPN,NA,0.341260284
S1PR4,NA,0.341257024
TTC21B,NA,0.341240163
RP11-384F7.2,NA,0.341224756
RBM19,NA,0.341207282
SPG7.1,NA,0.341207219
VPS37D,NA,0.341200048
CCNE2,NA,0.341197596
DOCK7.1,NA,0.34119263
FEM1B,NA,0.341191642
MIR6090,NA,0.341188926
ZNF681,NA,0.34118099
TSPYL5,NA,0.341159286
CIRBP.1,NA,0.341153187
RP11-1055B8.10,NA,0.341152145
SMTN.1,NA,0.341145631
PLOD3,NA,0.341139835
ARHGEF28,NA,0.341138852
SYN2,NA,0.341132539
CD63,NA,0.341112823
RP11-384K6.6,NA,0.341093428
B4GALT7,NA,0.341093386
DUSP4,NA,0.341087792
PKD2L2,NA,0.341085267
RP11-554A11.4,NA,0.341071887
DOK7.1,NA,0.341052374
TRPC1,NA,0.341017216
PHYH,NA,0.341012947
PRRC2C,NA,0.340986602
ENPP3,NA,0.340978592
MXRA7.2,NA,0.340971508
STARD10,NA,0.340967407
CEP19,NA,0.340945731
RTCA,NA,0.340944583
TUFT1,NA,0.340913352
FAM161A,NA,0.340910964
C7orf13,NA,0.340910669
NUP155,NA,0.340899079
CLTC,NA,0.340860087
RP11-1C8.4.1,NA,0.340846707
RP4-569M23.4,NA,0.340843275
GPR50,NA,0.340820142
ANK3.4,NA,0.34081183
LAMTOR2,NA,0.340787321
PDHA1,NA,0.340783544
GCA,NA,0.340777881
ARPC2,NA,0.340766026
VHL,NA,0.340763915
CTD-2013N17.6,NA,0.340739186
PBLD.1,NA,0.340734991
ZFPM1,NA,0.340733089
ZNF557,NA,0.340728011
CXorf28,NA,0.340715639
AC019118.3.1,NA,0.340706222
PDE4D.5,NA,0.340691543
RP11-559N14.5,NA,0.340678608
KNSTRN,NA,0.340677263
MXI1,NA,0.340671365
NDUFB4,NA,0.340669977
C15orf40,NA,0.340647411
CD59.1,NA,0.340644739
PRDX3,NA,0.340635626
RP4-758J18.2,NA,0.340621173
MIF4GD,NA,0.340613653
PSMA7,NA,0.34060018
RP5-1119A7.14,NA,0.340591503
TRA2A,NA,0.3405882
ATR,NA,0.340568749
DHX33,NA,0.340561218
CAV1.1,NA,0.340558301
APC2,NA,0.340557591
DDX11,NA,0.340540949
PRDM4,NA,0.340539571
C12orf29,NA,0.340534155
CAPRIN1,NA,0.340520159
CHID1,NA,0.340515615
REV3L,NA,0.340495402
ZNF322,NA,0.340484203
RP11-445H22.4,NA,0.34048372
LINC00637,NA,0.340448418
PET117,NA,0.340448006
RP11-5C23.3,NA,0.340445567
NID2,NA,0.340429095
C11orf84,NA,0.340406583
MTHFSD,NA,0.340404837
NXPH1,NA,0.340391771
LONRF3.1,NA,0.340390123
NACA,NA,0.340384447
SPCS1,NA,0.34037926
ARSK,NA,0.340359785
ANKFY1,NA,0.340350621
AC006296.3,NA,0.340349715
CCDC66,NA,0.340292976
KIAA0930.1,NA,0.34027909
EZH1,NA,0.340278861
THAP7,NA,0.340270495
THRA,NA,0.34026451
CACNB3.2,NA,0.340264166
PGM5,NA,0.340260949
RNVU1-14,NA,0.340260549
ID2,NA,0.340218419
PIGP,NA,0.340212154
PKIA,NA,0.340206427
TMEM14A,NA,0.340202615
ZW10,NA,0.340201462
NHLRC4.1,NA,0.340190778
LZTS2,NA,0.340184749
TPM3.1,NA,0.340167292
RP11-1252D15.1,NA,0.340155304
CENPQ,NA,0.340143761
SNX29,NA,0.340135653
MYO7A,NA,0.340135344
MED23,NA,0.340132874
GABRB2.1,NA,0.340109085
EXO1,NA,0.340104294
RP11-32D16.1.1,NA,0.340096315
RP11-835E18.2,NA,0.340094344
ACBD4.1,NA,0.340087114
MEX3A,NA,0.340074107
IRF7,NA,0.340052676
RP11-350N15.5.1,NA,0.340028854
MAT2A.1,NA,0.340020808
ZNF212,NA,0.340016144
RPS27P25,NA,0.340006167
ZFP1,NA,0.340002776
TALDO1,NA,0.339988777
LINC01272,NA,0.339987448
NAT10,NA,0.339978827
RP1-111C20.4,NA,0.339954529
RP11-108M9.4,NA,0.339954355
DNAJA2,NA,0.339954188
RP11-753C18.12,NA,0.339953562
LRRCC1,NA,0.339945789
SMG6.1,NA,0.339924658
NELFA,NA,0.339919453
DUSP14.1,NA,0.339879888
BCL6B,NA,0.339869946
C2CD2L,NA,0.339868399
NIPSNAP3B,NA,0.339855098
EBF4,NA,0.339851308
HCRT,NA,0.33985025
KCNMB2,NA,0.339843872
PDGFA,NA,0.339837304
USP51,NA,0.339822044
RECQL5,NA,0.339817943
GRM1.2,NA,0.339805893
RP11-708J19.1,NA,0.339799602
RP11-514D23.3,NA,0.339795768
ZNF251,NA,0.339793256
ULK2,NA,0.339782393
C8orf58.1,NA,0.339775557
ATG16L1,NA,0.339765825
KCNK10,NA,0.33975682
DNMBP,NA,0.339756438
TMEM184C,NA,0.3397532
CD99L2,NA,0.339739235
LINC00528,NA,0.33972597
RAB39A,NA,0.339722471
SCFD1,NA,0.339711003
HSP90AB1.1,NA,0.339706967
MIR1256,NA,0.339697892
UBE2G1,NA,0.339695565
PIM3,NA,0.339688953
SMARCC1,NA,0.339681373
HMGA2,NA,0.339679819
AC005597.1.1,NA,0.339673853
EXTL2,NA,0.339667373
AC009133.15,NA,0.339627115
EXOC4,NA,0.339617717
SUGT1P3,NA,0.339614409
ATP9A,NA,0.339608432
RP11-775J23.1,NA,0.339601813
HERC2P9,NA,0.339590554
RPL5,NA,0.339574476
USB1,NA,0.339572412
CTSA.1,NA,0.339562157
TAB1,NA,0.33955913
FN3KRP,NA,0.339510482
GABRD,NA,0.339500482
PLP1,NA,0.339499791
CD276,NA,0.339492052
RNF215,NA,0.339488174
GAS6,NA,0.33948803
ZSCAN16,NA,0.339477509
RP11-399K21.13,NA,0.339475701
RP11-335L23.3.1,NA,0.339465998
SIPA1L3,NA,0.339415216
RP1-59D14.9,NA,0.339412586
YAE1D1,NA,0.339410325
RP11-347L15.1,NA,0.339409048
DAB2,NA,0.339401904
ASH1L,NA,0.339394348
IGFL4.2,NA,0.339394046
UBA3,NA,0.339392111
MLH3,NA,0.339366998
SETD7.2,NA,0.339345093
HPCAL1.1,NA,0.339317678
KIZ,NA,0.339296181
MKLN1.2,NA,0.339287499
TNFRSF6B,NA,0.339262067
FOXD1,NA,0.339260051
KBTBD4,NA,0.33925991
AADAT,NA,0.339250538
TMEM209,NA,0.339200051
SDCBP2.1,NA,0.339180342
ZSCAN5A,NA,0.339179106
PODXL2,NA,0.339173514
RP5-1198O20.4,NA,0.3391689
MFSD2B,NA,0.339152199
ZNF445,NA,0.33913853
SALL2,NA,0.339123726
NPHP3-ACAD11,NA,0.339114789
PPCDC,NA,0.339099436
SEC62,NA,0.339079976
VCPKMT,NA,0.339079139
EYA1.1,NA,0.339073096
BCAS4,NA,0.339072378
CREBBP.1,NA,0.339058214
RP11-426L16.9,NA,0.339053462
PDE1B,NA,0.339050523
PARP11,NA,0.339037392
FAM91A1,NA,0.339030696
ARL4A,NA,0.339022167
DLL3,NA,0.339018445
PRR16,NA,0.339000743
TCEAL7,NA,0.338972131
AGPHD1,NA,0.338958808
CAST,NA,0.338955974
FAM63A.1,NA,0.338945301
PPP4R4,NA,0.338943536
TRAPPC3L,NA,0.338929797
NUCKS1,NA,0.338920599
DNAJB13,NA,0.338913897
GNAO1,NA,0.338894432
MEF2B,NA,0.338872872
SMYD5,NA,0.338871697
KCNJ11,NA,0.338869552
CTC-525D6.2,NA,0.338862897
GPR155,NA,0.338852564
TIMM10,NA,0.338851394
RP11-631N16.2,NA,0.3388508
ZNF644.1,NA,0.338846433
MPHOSPH10,NA,0.338826901
SLC7A6OS,NA,0.338803171
LEPROT,NA,0.338786857
GUSBP2,NA,0.338779105
PIAS3,NA,0.33876909
BRSK1.1,NA,0.33876166
ZCCHC12,NA,0.338761276
ARSG.1,NA,0.338742266
PSMA3,NA,0.33873899
MEIS3.1,NA,0.33872377
CCDC57.1,NA,0.338697511
BBS4,NA,0.338691038
TMEM219.1,NA,0.338681786
MMRN2,NA,0.338679481
DHDDS,NA,0.338654848
EBPL,NA,0.338627287
MCFD2,NA,0.33862456
LCMT1,NA,0.338620956
METTL5,NA,0.338600532
COPS7B,NA,0.338583819
AC022007.5,NA,0.338569887
RP11-452K12.4,NA,0.338561779
FHOD3.1,NA,0.338561445
BSG.1,NA,0.338561221
RP11-254F7.3,NA,0.338534974
ARF5,NA,0.338520109
OPLAH,NA,0.338502083
SPTSSB.1,NA,0.338492882
AC018809.6,NA,0.338449624
MPHOSPH8,NA,0.338423816
CELSR3,NA,0.338416891
TRAV13-2,NA,0.33840487
DHX36,NA,0.338393554
SMIM10L2A,NA,0.33835774
SPPL3,NA,0.338322429
PTRH1,NA,0.338287646
KRTAP4-4,NA,0.338269469
SLC35E2B,NA,0.33826215
ZNF148,NA,0.338255994
PNPT1,NA,0.338233965
TRBV12-1,NA,0.338232081
PGLS,NA,0.338230497
C2orf73,NA,0.338224537
KLHL9,NA,0.338204077
LZTS1,NA,0.338181209
GFRA2,NA,0.338177783
CA14,NA,0.338168564
ZNF37B,NA,0.338145936
ARHGAP33,NA,0.338133601
RP11-566K19.6,NA,0.338118709
FAM47E,NA,0.338096758
TNFSF12-TNFSF13,NA,0.338043975
HMGA1,NA,0.33801414
SLC7A6,NA,0.337982194
RNVU1-4,NA,0.337972886
ZNF611,NA,0.337957354
NAGK,NA,0.337951996
HPSE.1,NA,0.337930062
SF1,NA,0.337923439
PPIL1,NA,0.337923142
RP11-298I3.5,NA,0.337918803
AC114803.3,NA,0.337912241
NLRP14,NA,0.337905599
RP13-131K19.2,NA,0.337901732
SMAP1,NA,0.337895814
GALNTL6.1,NA,0.337870637
AC006132.1,NA,0.337856935
SRFBP1,NA,0.337852888
MTMR11,NA,0.337843862
TBX6,NA,0.337828582
LRRC40,NA,0.337808671
C10orf35,NA,0.337781752
TRPA1,NA,0.337773745
SGPP1,NA,0.337770358
CUL7,NA,0.337759702
SPG21,NA,0.337748804
KLHL24,NA,0.337738382
RF00019.74,NA,0.337734622
PXN,NA,0.337725744
CTSA,NA,0.337716551
HEY1,NA,0.337705669
RBPJ.1,NA,0.337679252
MAPK8IP3,NA,0.337653159
CABLES2,NA,0.337650288
PAX5,NA,0.337647873
LDLRAD4.2,NA,0.337642265
UNC79,NA,0.337638697
DSPP,NA,0.33762424
REST,NA,0.337620379
NKD1.1,NA,0.337619548
DDN,NA,0.337619184
LRTM2.1,NA,0.337618259
TCF7L2,NA,0.337617191
CNR1,NA,0.337612518
RPLP1,NA,0.337590753
NDST4,NA,0.337590521
APBB3,NA,0.337585838
CSPP1,NA,0.337561587
IFT74.1,NA,0.337555336
PRPF38A,NA,0.337541392
CELF1,NA,0.337523816
TLCD2,NA,0.337460332
SLC29A1.2,NA,0.337427486
SNX1,NA,0.337418694
AC096574.4,NA,0.337413419
TLR7,NA,0.337411092
STX1B,NA,0.33741064
PCSK7,NA,0.337400425
TAPT1,NA,0.33739682
DPF3.1,NA,0.337395566
SPCS3,NA,0.33736682
RGS3.1,NA,0.337362471
CCBL1,NA,0.337356892
RP11-43F13.4,NA,0.337321241
PCBP3,NA,0.3372958
ST8SIA6,NA,0.337264215
KLHDC2,NA,0.337258955
SLC25A24,NA,0.337257936
SENP6.1,NA,0.337255636
PCLAF,NA,0.337252151
4-Mar,NA,0.337236759
EFNA2,NA,0.337232262
HOOK3.1,NA,0.337218229
HUWE1.1,NA,0.337200689
DPP8,NA,0.337193862
RP11-297K7.2,NA,0.337170773
HELB,NA,0.337167473
PAQR9,NA,0.337166923
TPRKB,NA,0.337164971
SMPD4,NA,0.337160903
FSTL5,NA,0.337149653
AC139666.1,NA,0.337149429
PLEKHM3,NA,0.33712926
SNX18,NA,0.337127073
NFKB1,NA,0.337118293
GPC4,NA,0.337104227
ARHGEF11,NA,0.337091373
TRMT11,NA,0.337080212
RNU7-14P,NA,0.337074854
MCF2L.6,NA,0.33706027
PDE6G,NA,0.337056288
ADRA1A.2,NA,0.337049449
RBP4,NA,0.337042965
ZC3H12A,NA,0.337024946
RGMA,NA,0.336961295
RP11-586K2.1,NA,0.336942209
RSRC1.1,NA,0.336930441
HAT1,NA,0.336926253
LSM11,NA,0.336923511
NUDT19,NA,0.336916305
CPLX1,NA,0.336906275
MAP2K2,NA,0.336887428
LETMD1,NA,0.336877728
PCID2,NA,0.336870958
BCL9L,NA,0.336870596
PCDH18,NA,0.336862763
U2SURP,NA,0.336858101
RP11-110I1.12,NA,0.336849896
SEMA3D,NA,0.336841859
RNU4ATAC,NA,0.336839988
CTA-29F11.1,NA,0.336828494
RTF1,NA,0.336822369
DARS2,NA,0.336821158
DNAJC7,NA,0.336820644
ZEB2.2,NA,0.33681614
CPNE3,NA,0.336803986
NR2F1.1,NA,0.336802133
PPP4R2,NA,0.336796333
TNIK,NA,0.336766954
LGMN,NA,0.336765976
TBC1D2,NA,0.336754149
TG,NA,0.336750983
RP1-92C4.2,NA,0.336750549
GLYATL1,NA,0.336703809
APCDD1,NA,0.336688607
SHPRH,NA,0.336668488
ZNF83.1,NA,0.33666757
LSMEM1,NA,0.336653512
DHX35,NA,0.336648878
NSD2,NA,0.336620302
SPRY4,NA,0.336616489
TK2,NA,0.336588846
ZCCHC8,NA,0.336563551
FUBP1,NA,0.336556481
RP11-712L6.8,NA,0.336535816
ME1,NA,0.33653457
TMEM64.1,NA,0.336508084
KIAA0907,NA,0.336471848
CHD4,NA,0.336471543
AC073869.5,NA,0.336451829
RP11-65F13.3,NA,0.336448773
FNTA,NA,0.336430081
RP11-69C17.3,NA,0.336428548
KMT5B,NA,0.336418243
POC1A,NA,0.336384494
IFFO2,NA,0.336376014
CUEDC1.2,NA,0.336373272
CTD-2291D10.4,NA,0.336366947
GSTM3,NA,0.336363253
CCDC130,NA,0.336336915
NKIRAS2.1,NA,0.336323815
LIMA1,NA,0.336311647
RP11-428J1.5,NA,0.336291764
CTD-2378H7.2,NA,0.336291194
EIF4EBP2,NA,0.336262723
ANTXR1,NA,0.336251489
RP11-513G19.1,NA,0.336246822
MDGA2,NA,0.336244582
POLR2J4,NA,0.336240113
SLC2A1,NA,0.336234019
MED17,NA,0.336213473
BEND3,NA,0.336208526
ERF,NA,0.336191191
RP11-452F19.3,NA,0.336183056
HS3ST4,NA,0.336175482
ZNF75D,NA,0.336136259
ARHGEF4,NA,0.336120865
KCNQ4,NA,0.33611965
FBXO43,NA,0.336108386
LAMP2,NA,0.336105946
SLC25A30,NA,0.336057705
DISP2,NA,0.336049532
CST3,NA,0.336047368
RCBTB1,NA,0.336032262
PLRG1,NA,0.336013963
RGAG1,NA,0.33600372
TRPS1.1,NA,0.335988529
TMEM39A,NA,0.335983414
RP11-983P16.4.1,NA,0.335979781
RP11-665C16.8,NA,0.335963949
PIP5K2B,NA,0.335961895
RP11-85K15.2,NA,0.335945792
C16orf13,NA,0.335933344
WDR44,NA,0.335925647
FANCB,NA,0.335914548
DND1,NA,0.335906824
CTC-459F4.2,NA,0.335889202
RSPO2.1,NA,0.335884368
MIR4505,NA,0.335874923
NAXE,NA,0.33586886
AGBL3,NA,0.335857088
SV2C.1,NA,0.335814684
ACAD9,NA,0.335810516
LLGL2,NA,0.335798638
GAREM2.1,NA,0.335797995
DENND5B,NA,0.335790738
BTF3L4,NA,0.335787299
B3GNT5.2,NA,0.335779419
DNAH3,NA,0.335776772
C10orf76,NA,0.335773665
IST1.1,NA,0.335768749
ZNF57,NA,0.33575184
CECR3,NA,0.335749066
PSMC5,NA,0.335744178
EXOC7,NA,0.335737601
PDE11A,NA,0.335734175
IL1R2,NA,0.335729575
CD63.1,NA,0.335718525
METTL10,NA,0.335717455
RP11-370I10.12,NA,0.335713331
RP11-421M1.8,NA,0.335692436
MPP6,NA,0.335688939
EPB41L3.1,NA,0.335687075
SIM1,NA,0.335677839
ZNF347,NA,0.335663859
SEL1L3,NA,0.335650333
USP44.1,NA,0.335646843
KCTD18,NA,0.335628213
DPP3,NA,0.335617514
ADGRG7,NA,0.335615332
SHISA7,NA,0.335611829
CNPY2,NA,0.335606012
ENTPD6,NA,0.335587848
PLXDC1,NA,0.335546386
GLI4,NA,0.335529264
RP11-428K3.1,NA,0.335523803
ROBO2,NA,0.335516503
C1GALT1C1,NA,0.335494558
CTC-479C5.12,NA,0.335463671
RP11-415L24.1,NA,0.335462722
ECI1,NA,0.33544436
TWISTNB,NA,0.335433311
AC004987.9,NA,0.335388598
PPP2R2D,NA,0.335380486
SLC25A5,NA,0.335335206
FAM69B.1,NA,0.335314486
MIR625,NA,0.335311724
SMCHD1,NA,0.335297105
PTGES2,NA,0.335270878
DZIP1,NA,0.335252166
KDM2A.2,NA,0.335251066
STARD6,NA,0.335233301
IL3RA,NA,0.335196509
SLC35F5,NA,0.335187434
NEK7,NA,0.335152867
TPP1,NA,0.33512546
ESR1.2,NA,0.33511711
ATOX1,NA,0.335109619
TGOLN2,NA,0.335079881
VIMP,NA,0.33507964
RP11-481A20.11,NA,0.335079416
FSCN1,NA,0.335077686
REEP2,NA,0.335077177
TEX22,NA,0.335075116
C1orf21,NA,0.335062797
MYO5A,NA,0.335061843
PAG1,NA,0.335028779
CHPF2,NA,0.335022514
C14orf28,NA,0.335018757
XXbac-BPG246D15.9,NA,0.335010819
DSE,NA,0.335010473
SCARNA3,NA,0.335000926
TCF15,NA,0.33499875
PFKFB2,NA,0.33498575
C11orf65.1,NA,0.33496313
EID1,NA,0.334959273
STX7,NA,0.334949622
TFCP2,NA,0.334947231
OPA1,NA,0.334912757
SSRP1,NA,0.334894695
PAFAH1B2,NA,0.334860439
ZC3H10,NA,0.334847976
RAC2,NA,0.334807873
YEATS2,NA,0.33479602
HERC5,NA,0.334774123
RP11-343C2.12,NA,0.334766249
APIP,NA,0.334753078
ATP5C1,NA,0.33474743
BRD2.1,NA,0.334712313
RAC3,NA,0.334705978
TMEM145,NA,0.334702014
LINC00632.1,NA,0.334681715
ARFGEF3,NA,0.334675926
PHKA2,NA,0.334663914
CDH7,NA,0.334658589
MED7,NA,0.334657526
ENDOG,NA,0.334648519
DUSP5,NA,0.334646669
KRCC1,NA,0.334631328
PNPLA6,NA,0.334587032
PCYT1B,NA,0.334573346
RALGPS2.1,NA,0.334564247
ANGEL2,NA,0.334555946
GRK5,NA,0.334549831
PIGA,NA,0.334541169
CUL4B,NA,0.334540371
MUM1,NA,0.334539394
CHORDC1,NA,0.334534365
SASH3,NA,0.334533494
ZFP90,NA,0.334528854
EHMT1,NA,0.334519914
RP11-770J1.4,NA,0.334512282
ACIN1,NA,0.334511069
TBXAS1,NA,0.334482481
NUP62CL,NA,0.334478909
RAB11FIP3,NA,0.334466882
LATS1,NA,0.334457625
RFX6,NA,0.3344569
RP11-214N9.1,NA,0.334456423
JAKMIP1.1,NA,0.334450057
GNL3,NA,0.334440032
HIST2H2AB,NA,0.334436552
RP11-90M5.5,NA,0.334433655
RF00393,NA,0.334426662
CFAP99,NA,0.334406682
EWSR1,NA,0.334405812
P3H2,NA,0.334395483
TRNT1,NA,0.334390589
RP11-266K4.8,NA,0.334389018
TNKS1BP1,NA,0.334388899
FRA10AC1,NA,0.334346119
CTCF,NA,0.334342453
ADIPOR2,NA,0.334334935
OGFRL1,NA,0.334313883
BHLHE40,NA,0.334302058
UBAC1,NA,0.33428873
RP11-889L3.3,NA,0.334287217
CLEC17A,NA,0.334284871
UIMC1,NA,0.334265205
ADCY9,NA,0.334261365
MAP3K4,NA,0.334240776
AC004455.1,NA,0.334215818
HAPLN3,NA,0.334214951
GOLGA4,NA,0.33419112
USP19,NA,0.33419043
ACTR2,NA,0.334169981
BMPR1B,NA,0.334163155
PNISR,NA,0.334156669
FAM105A,NA,0.33414832
EPG5,NA,0.334141375
OBFC1,NA,0.33413153
RP11-158I9.5,NA,0.334120989
CCDC117,NA,0.33411907
CHIC2,NA,0.334106711
LCP2,NA,0.334106191
JMY,NA,0.334102519
MEIS1-AS3,NA,0.334096137
RP11-24M17.7,NA,0.334091079
PHF3,NA,0.334089233
RP11-390F4.3,NA,0.334078617
PTPRG,NA,0.334066056
RCOR3,NA,0.334062247
TBCA,NA,0.334050748
NDUFB5,NA,0.334048652
HES5.1,NA,0.334043782
CELF6,NA,0.334040081
AKIRIN2,NA,0.334030339
HNRNPU,NA,0.334030302
RIPOR2.1,NA,0.334026045
MSLN,NA,0.334021715
TSPAN33,NA,0.333998407
ICE2,NA,0.333971256
ZNF764,NA,0.33396769
CD82,NA,0.333952327
PLEC,NA,0.33394614
ACSL6.2,NA,0.333938178
DCTD,NA,0.333924383
ZNF512B,NA,0.333913478
BCAR1.2,NA,0.333904149
POLR3A.1,NA,0.333902357
PCDH9,NA,0.333893485
RPUSD2,NA,0.333893436
ST3GAL1,NA,0.33388395
IFT81,NA,0.333861047
NRF1,NA,0.333849902
EPS8.1,NA,0.333849431
RNF34,NA,0.333843881
LLNLR-304A6.1,NA,0.333839706
ABHD14A,NA,0.333834857
RP11-93B14.9,NA,0.333833862
EXOSC5,NA,0.333830091
MAP1LC3B,NA,0.333829907
GRAMD1B.1,NA,0.33381454
KIAA0355,NA,0.333809221
HIPK3,NA,0.333788846
TOMM34,NA,0.333787931
CCND3,NA,0.333785064
C7orf49,NA,0.333771588
THEM6,NA,0.333770551
RTTN,NA,0.333767377
COX20,NA,0.333756557
TMEM86A,NA,0.333727878
C20orf24,NA,0.333703755
CAMK2D,NA,0.333702166
KIAA1522.2,NA,0.333694265
FAM107B.3,NA,0.333652964
CRMP1,NA,0.333639529
PLCH1.3,NA,0.333637722
ZNF133,NA,0.33363614
TMEM266,NA,0.333621241
CCDC191,NA,0.333611473
RRM1,NA,0.333606158
WARS,NA,0.333605287
TRNAU1AP,NA,0.333582822
UBE2E2,NA,0.333572689
ATP11C.1,NA,0.333541334
FAM111B,NA,0.333537827
CTB-158E9.1,NA,0.333525802
OCRL,NA,0.333525054
SLC35E1,NA,0.333522572
RP11-147L13.2,NA,0.333505979
EMP2.1,NA,0.333505978
RP11-44K6.3,NA,0.333497572
SF3B6,NA,0.333496734
RP11-139H15.7,NA,0.333482299
GALNT12,NA,0.333469866
JAK1,NA,0.333460194
NKX2-2,NA,0.333459823
C12orf45,NA,0.333437879
ZNF626,NA,0.333434585
COG2,NA,0.333414665
SERAC1,NA,0.333414644
ZMYM6,NA,0.333407405
AC078883.4,NA,0.333398488
C7orf73,NA,0.333390088
SEC61A1,NA,0.333380836
CCT2,NA,0.333377363
SOX5.4,NA,0.333376778
CTD-2006C1.2,NA,0.333374782
PAK4,NA,0.333370715
TAS1R1,NA,0.333346218
MEGF11,NA,0.333318613
PMEPA1,NA,0.333311671
MYRIP,NA,0.333297562
NUP153,NA,0.333289272
HHATL,NA,0.333253714
CDC73,NA,0.333245576
SLC2A1.1,NA,0.333218722
TONSL,NA,0.333203371
NAALAD2,NA,0.333180876
ZNF730,NA,0.333163611
TRIP4,NA,0.333157758
LRP3,NA,0.333154748
IREB2,NA,0.333131085
ATP6V0C,NA,0.333129133
PPP2R4,NA,0.333122485
RP1-40E16.12,NA,0.33312146
TMPRSS12,NA,0.333118624
SEC23B,NA,0.333112294
ZNF718,NA,0.33310874
SMAD9,NA,0.333090068
GPR180,NA,0.333086922
CTD-2252P21.1.1,NA,0.33307301
PHACTR2.1,NA,0.33306483
MIR17HG,NA,0.333047601
ASB8,NA,0.333020589
DCTN6,NA,0.333007262
PPP1R9A,NA,0.333001992
BX470102.3,NA,0.332990635
RP11-173P15.7,NA,0.332984399
PTPRT.1,NA,0.332962955
IRS1,NA,0.332942754
RP11-527L4.9,NA,0.332938435
BACH1,NA,0.33293783
MLLT6,NA,0.332932213
EDIL3,NA,0.332927174
CCDC34,NA,0.332916088
CERK,NA,0.332912463
ATP6V0E2,NA,0.332892971
LINC01246.1,NA,0.332892088
AC011747.5,NA,0.332889092
NDUFB7,NA,0.332869546
GTF3C5,NA,0.332869359
GPR137B.1,NA,0.332857797
GPER1,NA,0.332849763
ABL1,NA,0.332846543
RNU6-1280P,NA,0.332841424
RUNX1T1.4,NA,0.33282869
CTNND2.2,NA,0.332814633
CCNA2,NA,0.332812997
FAM109A.1,NA,0.33281066
LEFTY2,NA,0.332803536
MAN2A1,NA,0.332798796
RP11-359P5.1,NA,0.33279653
PSEN2,NA,0.332780509
CHST9,NA,0.332744616
RP11-447L10.1,NA,0.332742894
AKAP11,NA,0.332733779
CIDECP,NA,0.332725763
C5orf34,NA,0.332710315
ARHGAP6.2,NA,0.332698067
TFEB.2,NA,0.332677733
FUS,NA,0.332655156
RNF38,NA,0.332633888
RP11-540K16.1,NA,0.332620007
RP11-222K16.2,NA,0.33257653
SORL1,NA,0.332565935
SAMD8,NA,0.332557996
FHIT,NA,0.332550973
CEP250,NA,0.332550639
CDK18,NA,0.332528941
KIAA1324,NA,0.332498411
EFCAB14,NA,0.332495217
CADPS,NA,0.33248678
MAP6D1,NA,0.33246633
RP11-114N19.3,NA,0.332465694
TXNL1,NA,0.332447155
NASP,NA,0.332415029
CTD-2530H12.7,NA,0.332395029
ATE1,NA,0.332389813
NEDD9,NA,0.332374451
FARP1,NA,0.332366844
ATP1A1.1,NA,0.332355508
ZNF180,NA,0.332340895
SNAP91,NA,0.332334393
SLC25A46,NA,0.332325942
MCU,NA,0.332301593
DNAL1,NA,0.332277715
HYI,NA,0.33227498
